,cigever,cigtry,cigyfu,cig30av,cigage,alcever,alctry,alcyfu,aldaypwk,mjever,mjage,mjyfu,mrdaypwk,snfamjev,lsd,psilcy,dmtamtfxy,salviadiv,lsdage,lsdyfu,abusealc,abusemrj,dstngd30,suicthnk,yodprev,yowrage,yowrdbtr,yowrsthk,year,irpinc3,catag6,health,irwrkstat,ireduhighst2,newrace2,irsex,snrlgimp
28141,1,21,9999,3,999,1,18,9999,2,1,21,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,3,3,1,9,1,2,3
28142,1,13,9999,93,999,1,14,9999,4,1,15,9999,93,1,2,1,2,2,991,9991,0,0,4,1,99,999,99,99,2019,4,4,3,3,11,1,2,3
28143,1,12,9999,93,999,1,13,9999,99,1,16,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,3,3,1,8,7,2,2
28144,1,19,9999,93,19,1,21,9999,2,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,2,3,1,8,7,2,3
28145,1,20,9999,2,999,1,19,9999,5,1,20,9999,4,1,91,91,91,91,991,9991,0,0,1,1,99,999,99,99,2019,2,3,4,2,9,1,1,1
28146,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,1,7,1,99
28147,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,5,2,2,7,4,1,4
28148,1,14,9999,93,999,1,12,9999,4,1,14,9999,2,1,1,1,2,2,18,9999,0,0,5,2,99,999,99,99,2019,7,4,1,1,11,1,1,2
28149,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,1,2,2,2,11,9999,0,0,99,99,1,999,99,99,2019,1,1,1,99,5,2,2,99
28150,2,991,9991,91,991,1,12,2018,93,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,9,1,1,2019,1,1,2,99,4,7,1,99
28151,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,4,5,1,99
28152,1,17,9999,93,21,1,21,9999,93,1,19,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,5,1,4,10,1,2,3
28153,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,3,1,9,1,2,1
28154,2,991,9991,91,991,1,20,9999,99,1,23,2019,99,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,1,2,2,1,9,6,1,1
28155,1,15,9999,93,17,1,16,9999,93,1,16,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,3,1,11,1,1,2
28156,1,15,9999,3,19,1,17,9999,3,1,18,9999,99,1,91,91,91,91,991,9991,0,0,1,2,99,999,99,99,2019,1,2,3,4,7,7,2,1
28157,1,14,9999,93,14,1,15,9999,3,1,16,9999,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,5,2,1,9,1,1,97
28158,2,991,9991,91,991,1,18,9999,1,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,3,2,1,8,7,1,3
28159,1,16,9999,93,999,1,16,9999,3,1,16,9999,93,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,2,4,1,2,11,1,2,2
28160,2,991,9991,91,991,2,991,9991,91,1,9,9999,1,99,91,91,91,91,991,9991,0,0,99,99,2,11,1,1,2019,1,1,4,99,2,7,1,99
28161,2,991,9991,91,991,2,991,9991,91,1,16,2019,99,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,4,7,2,2,99
28162,1,20,9999,3,25,1,21,9999,99,1,24,9999,1,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,2,1,8,2,1,3
28163,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,4,3,1,8,5,2,4
28164,1,17,2018,93,999,1,14,9999,99,1,17,2018,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,4,7,5,1,3
28165,1,13,9999,4,17,1,17,9999,93,1,17,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,4,3,4,8,1,2,3
28166,2,991,9991,91,991,1,17,9999,99,1,18,2017,93,1,91,91,91,91,991,9991,1,0,2,2,99,999,99,99,2019,1,2,2,3,9,7,2,3
28167,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,3,99,3,7,2,99
28168,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,2,1,1,99
28169,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,1,4,4,1,1,99
28170,2,991,9991,91,991,1,18,9999,1,1,21,9999,93,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,5,2,2,11,1,1,4
28171,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,12,1,1,2019,1,1,3,99,3,1,2,99
28172,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,1,99,2,6,2,99
28173,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,2,4,8,7,1,3
28174,2,991,9991,91,991,2,991,9991,91,1,16,2019,99,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,1,6,1,2,99
28175,1,12,9989,1,12,1,12,9999,94,2,991,9991,91,1,2,1,1,2,991,9991,0,0,5,94,99,999,99,99,2019,1,2,1,4,1,2,1,1
28176,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,12,1,2,2019,1,1,2,99,2,6,2,99
28177,1,10,9999,93,999,1,18,9999,4,1,26,9999,93,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,7,5,3,1,11,1,1,1
28178,1,12,9999,93,999,1,15,9999,3,1,12,9999,99,1,1,1,2,2,19,9999,0,0,5,2,99,999,99,99,2019,4,5,2,1,11,1,2,2
28179,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,99,4,7,1,99
28180,1,13,9999,2,17,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,97,97,99,999,99,99,2019,2,5,2,2,8,1,1,97
28181,2,991,9991,91,991,1,13,9999,93,1,13,9999,93,99,1,2,2,2,13,9999,0,0,99,99,1,999,99,99,2019,1,1,1,2,5,2,1,99
28182,2,991,9991,91,991,1,15,9999,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,7,2,3,1,11,5,1,2
28183,1,17,9999,4,19,1,16,9999,2,1,19,9999,5,3,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,3,4,3,1,11,5,2,3
28184,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,16,2,2,2019,1,1,2,4,7,2,1,99
28185,2,991,9991,91,991,1,14,2018,99,1,12,9999,6,99,94,2,2,2,998,9998,0,0,99,99,1,999,99,99,2019,1,1,3,3,5,7,2,99
28186,2,991,9991,91,991,1,26,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,6,1,4,11,5,2,3
28187,2,991,9991,91,991,1,15,2019,2,1,15,2019,99,99,91,91,91,91,991,9991,0,0,99,99,1,15,2,2,2019,1,1,2,2,5,7,2,99
28188,1,15,9999,5,17,1,16,9999,2,1,16,9999,93,1,1,1,2,2,21,9999,0,0,5,2,99,999,99,99,2019,7,5,3,1,11,1,2,1
28189,1,18,9999,1,20,1,16,9999,3,1,16,9999,1,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,5,1,2,11,1,2,1
28190,1,18,9999,93,999,1,18,9999,3,1,20,9999,99,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,6,3,3,1,11,1,1,4
28191,2,991,9991,91,991,1,16,9999,93,2,991,9991,91,2,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,2,2,3,4,9,1,2,4
28192,1,21,9999,93,999,1,20,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,3,1,2,11,5,1,1
28193,1,14,9999,3,18,1,14,9999,99,1,14,9999,99,1,1,1,2,1,22,9999,0,0,5,2,99,999,99,99,2019,1,2,2,1,9,1,1,1
28194,1,17,9999,3,21,1,20,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,1,0,3,2,99,999,99,99,2019,2,2,2,3,7,2,1,4
28195,1,17,9999,3,999,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,3,1,99,999,99,99,2019,2,2,4,1,8,1,2,3
28196,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,2,3,9,1,1,3
28197,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,99,3,1,2,99
28198,1,27,9999,93,999,1,22,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,6,4,4,9,1,2,4
28199,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,1,99,3,1,1,99
28200,1,12,9999,4,15,1,15,9999,3,1,16,9999,2,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,4,2,2,5,3,2,3
28201,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,10,1,1,2019,1,1,3,4,4,1,2,99
28202,1,17,9999,3,17,1,18,9999,99,1,19,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,4,1,3,3,7,2,4
28203,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,5,2,4,8,7,2,4
28204,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,16,1,1,2019,1,1,3,3,3,1,2,99
28205,1,16,9999,93,999,1,16,9999,99,1,16,9999,93,1,91,91,91,91,991,9991,1,0,5,2,99,999,99,99,2019,1,2,3,2,7,1,2,2
28206,1,15,9999,93,999,1,15,9999,99,1,18,9999,93,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,5,3,1,9,1,1,3
28207,1,16,9999,2,19,1,17,9999,99,1,20,2019,99,2,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,3,4,8,1,1,2
28208,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,2,4,7,2,1,3
28209,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,5,2,1,11,1,1,4
28210,2,991,9991,91,991,1,22,9999,99,1,24,2018,93,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,4,2,2,1,10,7,1,1
28211,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,1,99,999,99,99,2019,1,2,2,1,8,1,1,2
28212,1,16,2018,93,999,1,15,9989,99,1,16,2018,99,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,4,7,1,1,99
28213,1,17,9999,4,24,1,15,9999,99,1,23,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,4,2,1,11,1,2,4
28214,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,4,5,2,1,99
28215,1,16,2018,93,999,1,14,9999,99,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,17,1,1,2019,1,1,4,4,6,2,2,99
28216,1,14,9999,3,18,1,16,9999,99,1,19,2019,2,1,91,91,91,91,991,9991,0,0,2,2,99,999,99,99,2019,3,2,2,1,9,1,2,3
28217,2,991,9991,91,991,1,18,2019,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,2,1,7,1,1,1
28218,2,991,9991,91,991,1,27,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,2,1,11,5,1,3
28219,1,14,9999,6,14,1,12,9999,93,1,12,9999,5,1,1,1,1,1,17,9999,0,0,1,2,99,999,99,99,2019,1,3,4,3,9,1,1,3
28220,2,991,9991,91,991,1,17,9999,99,1,17,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,5,2,4,11,7,2,3
28221,2,991,9991,91,991,1,16,2019,99,1,15,2018,99,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,1,6,1,1,99
28222,2,991,9991,91,991,1,994,9994,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,3,3,4,8,7,2,1
28223,1,22,2018,93,999,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,2,4,8,5,2,1
28224,1,16,9999,93,999,1,15,9999,99,1,44,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,4,1,11,1,1,3
28225,1,16,9999,93,18,1,14,9999,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,6,2,4,9,1,2,3
28226,1,18,9999,5,18,1,21,9999,99,1,18,9999,99,1,91,91,91,91,991,9991,0,0,2,2,99,999,99,99,2019,1,2,4,3,7,2,2,3
28227,1,12,9999,93,999,1,14,9989,99,1,12,9999,7,99,1,2,2,2,998,9998,0,0,99,99,2,999,99,99,2019,1,1,2,2,6,7,1,99
28228,1,10,9999,93,999,1,16,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,4,2,1,11,5,1,1
28229,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,13,1,1,2019,1,1,3,4,4,1,2,99
28230,1,14,2018,93,999,1,13,9999,99,1,14,2018,99,99,91,91,91,91,991,9991,1,0,99,99,1,13,1,1,2019,1,1,1,2,5,1,2,99
28231,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,3,3,2,1,11,5,2,4
28232,1,15,9999,4,18,1,18,9999,93,1,15,9999,93,1,1,1,2,2,17,9999,0,0,5,2,99,999,99,99,2019,1,5,4,4,8,1,2,3
28233,1,21,9999,93,999,1,18,9999,99,1,22,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,3,2,1,11,1,2,4
28234,1,22,9999,93,999,1,21,9999,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,4,4,4,7,2,1,3
28235,1,16,9999,93,999,1,17,9999,93,1,17,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,4,3,1,8,2,1,4
28236,1,15,9999,5,15,1,20,9999,93,1,15,9999,93,1,1,2,2,2,20,9999,0,0,5,2,99,999,99,99,2019,4,4,2,1,7,1,1,2
28237,1,16,9999,93,999,1,16,9999,99,1,35,9999,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,4,1,1,11,1,1,2
28238,1,16,9999,93,16,1,16,9999,5,1,16,9999,5,1,1,1,2,2,21,9999,0,0,3,2,99,999,99,99,2019,7,3,2,3,11,1,1,3
28239,1,15,9999,93,20,1,18,9999,99,1,32,9999,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,4,1,11,5,1,3
28240,2,991,9991,91,991,1,20,9999,99,1,16,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,2,1,1,11,1,2,4
28241,2,991,9991,91,991,1,15,2017,99,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,2,5,1,2,99
28242,1,17,9999,93,18,1,14,9999,99,1,14,9999,94,1,2,2,2,2,991,9991,0,0,5,2,99,999,99,99,2019,2,2,2,1,9,7,2,3
28243,2,991,9991,91,991,1,18,9999,5,1,14,9999,99,1,1,1,2,2,18,9999,0,0,5,2,99,999,99,99,2019,4,5,1,4,8,7,1,2
28244,1,16,9999,93,17,1,16,9999,3,1,17,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,5,1,1,8,1,2,4
28245,1,12,9999,2,999,1,18,9999,99,1,15,9999,5,1,2,1,2,2,991,9991,0,0,3,2,99,999,99,99,2019,2,2,1,3,8,7,1,3
28246,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,99,3,2,2,99
28247,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,5,2,2,9,7,2,3
28248,1,17,9999,93,999,1,15,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,2,1,3,8,1,1,1
28249,1,25,9999,93,999,1,15,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,4,2,1,11,7,1,4
28250,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,7,3,4,1,11,5,2,3
28251,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,12,1,2,2019,1,1,2,99,3,1,1,99
28252,2,991,9991,91,991,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,1,0,4,2,99,999,99,99,2019,6,4,2,1,11,1,1,4
28253,1,19,9999,93,999,1,21,9999,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,3,2,3,2,9,1,1,1
28254,1,16,9999,93,16,1,16,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,6,3,4,11,1,2,4
28255,1,16,9999,93,17,1,18,9999,99,1,19,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,6,4,4,9,1,1,3
28256,1,16,9999,93,999,1,19,9999,93,1,17,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,2,1,11,1,1,4
28257,2,991,9991,91,991,1,22,9999,93,2,991,9991,91,2,91,91,91,91,991,9991,0,0,2,2,99,999,99,99,2019,1,3,2,1,9,5,2,3
28258,1,22,9999,93,999,1,12,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,3,2,1,8,7,1,4
28259,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,3,1,2,99
28260,1,12,9999,93,18,1,12,9999,93,1,12,9999,99,1,1,2,2,2,19,9999,0,0,1,1,99,999,99,99,2019,2,2,4,1,9,1,1,1
28261,1,23,9999,5,36,1,11,9999,93,1,11,9999,1,3,1,1,2,2,15,9999,0,0,3,2,99,999,99,99,2019,2,4,3,4,10,1,2,4
28262,1,14,9999,4,16,1,16,9999,99,1,17,9999,93,1,2,2,2,2,991,9991,0,0,3,2,99,999,99,99,2019,2,4,3,4,7,1,2,1
28263,2,991,9991,91,991,1,21,9999,3,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,3,1,1,9,1,1,4
28264,1,19,9999,93,999,1,15,9999,5,1,18,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,3,1,1,11,1,1,1
28265,1,18,9999,93,28,1,16,9999,93,1,19,9999,93,1,2,2,2,2,991,9991,0,0,4,2,99,999,99,99,2019,4,4,3,1,11,1,2,2
28266,2,991,9991,91,991,1,20,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,3,2,1,8,7,2,3
28267,2,991,9991,91,991,1,16,9999,7,1,16,9999,93,1,1,1,2,2,18,9999,0,0,5,2,99,999,99,99,2019,5,5,2,1,8,1,1,3
28268,1,13,9999,93,15,1,15,9999,93,1,15,9999,93,1,1,2,2,2,18,9999,0,0,5,2,99,999,99,99,2019,2,5,2,4,8,1,2,4
28269,2,991,9991,91,991,1,19,9999,99,1,19,9999,99,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,3,2,9,7,2,3
28270,1,19,9999,93,999,1,15,9999,99,1,17,9999,99,1,91,91,91,91,991,9991,0,0,3,1,99,999,99,99,2019,1,2,2,4,10,1,2,1
28271,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,2,5,3,1,8,2,2,3
28272,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,15,1,1,2019,1,1,3,4,5,1,2,99
28273,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,1,7,1,99
28274,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,99,4,7,1,99
28275,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,3,3,1,8,7,2,4
28276,1,11,9999,93,17,1,11,9999,93,1,11,9999,99,1,1,1,2,2,16,9999,0,0,5,2,99,999,99,99,2019,3,4,1,2,11,1,2,3
28277,1,15,9999,93,15,1,19,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,7,6,2,4,11,1,1,3
28278,2,991,9991,91,991,1,21,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,2,3,2,8,2,2,94
28279,2,991,9991,91,991,2,991,9991,91,1,12,2018,99,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,2,2,1,99
28280,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,4,8,2,1,4
28281,1,21,9999,93,999,1,18,9999,99,1,21,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,2,4,8,1,1,1
28282,2,991,9991,91,991,1,21,2018,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,2,2,3,1,9,1,2,4
28283,1,18,9999,93,999,1,19,9999,99,1,16,9999,99,1,1,1,2,2,19,9989,0,0,5,2,99,999,99,99,2019,3,2,3,1,9,1,1,3
28284,2,991,9991,91,991,1,16,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,4,2,9,1,2,4
28285,2,991,9991,91,991,1,16,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,2,2,2,8,1,2,1
28286,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,2,3,3,3,8,2,2,3
28287,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,1,7,1,99
28288,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,1,2,99,999,99,99,2019,5,3,2,1,9,1,2,1
28289,2,991,9991,91,991,1,20,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,4,1,1,8,2,2,4
28290,1,15,9999,93,999,1,15,9999,99,1,18,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,4,3,1,11,1,1,3
28291,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,99,3,7,2,99
28292,1,15,9999,93,25,1,19,9999,99,1,33,9999,93,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,4,3,1,11,7,2,4
28293,2,991,9991,91,991,1,10,9999,3,2,991,9991,91,2,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,1,4,1,4,11,1,2,1
28294,1,16,9999,5,18,1,16,9999,93,1,16,9999,93,2,2,1,2,2,991,9991,0,0,4,2,99,999,99,99,2019,6,3,3,1,8,6,1,3
28295,2,991,9991,91,991,1,15,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,5,2,4,8,1,1,2
28296,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,4,1,2,99
28297,2,991,9991,91,991,1,17,9999,99,1,17,9999,99,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,2,2,9,1,2,2
28298,2,991,9991,91,991,1,14,2018,99,1,15,2019,98,99,91,91,91,91,991,9991,1,0,99,99,1,15,1,1,2019,1,1,3,4,5,3,2,99
28299,1,13,9999,93,15,1,17,9999,99,1,15,9999,99,97,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,1,3,2,2,5,1,1,2
28300,2,991,9991,91,991,1,21,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,1,2,99,999,99,99,2019,1,2,3,1,9,1,1,1
28301,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,994,1,2,2019,1,1,3,4,7,5,1,99
28302,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,99,3,2,2,99
28303,1,16,9999,93,999,1,15,9999,4,1,15,9999,99,1,1,1,2,2,20,9999,0,0,5,2,99,999,99,99,2019,3,3,2,1,11,1,2,2
28304,1,13,9999,93,999,1,13,9999,99,1,14,9999,93,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,3,2,1,10,7,1,4
28305,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,5,3,4,11,2,1,1
28306,2,991,9991,91,991,1,18,9999,93,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,2,3,1,11,1,2,3
28307,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,3,1,1,99
28308,1,17,9999,93,999,1,16,9999,3,1,18,9999,99,1,1,1,2,2,20,9999,0,0,5,2,99,999,99,99,2019,5,3,1,1,11,1,2,1
