,cigever,cigtry,cigyfu,cig30av,cigage,alcever,alctry,alcyfu,aldaypwk,mjever,mjage,mjyfu,mrdaypwk,snfamjev,lsd,psilcy,dmtamtfxy,salviadiv,lsdage,lsdyfu,abusealc,abusemrj,dstngd30,suicthnk,yodprev,yowrage,yowrdbtr,yowrsthk,year,irpinc3,catag6,health,irwrkstat,ireduhighst2,newrace2,irsex,snrlgimp
0,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,2,2,3,11,1,1,2
1,1,18,9999,93,18,1,14,9999,1,1,20,9999,93,1,1,1,2,2,20,9999,0,0,5,2,99,999,99,99,2019,5,5,2,4,11,1,2,1
2,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,99,3,1,1,99
3,1,17,9999,4,20,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,6,3,2,11,1,1,3
4,2,991,9991,91,991,1,18,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,5,2,2,10,1,2,3
5,1,14,9999,5,16,2,991,9991,91,2,991,9991,91,1,2,2,2,2,991,9991,0,0,4,2,99,999,99,99,2019,1,3,4,1,4,1,2,1
6,2,991,9991,91,991,1,18,9999,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,5,3,4,11,1,2,4
7,1,9,9999,93,9,1,14,9999,93,1,22,9999,93,1,1,2,2,2,22,9999,0,0,3,2,99,999,99,99,2019,4,6,3,4,11,1,1,1
8,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,3,4,7,2,1,4
9,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,4,99,2,7,1,99
10,1,14,9999,5,14,1,18,9999,99,1,16,9999,1,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,3,2,2,7,1,2,1
11,1,12,9999,93,999,1,5,9999,3,1,15,9999,93,1,1,2,2,2,16,9999,0,0,4,2,99,999,99,99,2019,6,4,3,1,11,1,2,1
12,2,991,9991,91,991,1,16,9999,99,1,18,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,4,1,1,10,1,2,3
13,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,3,3,1,99
14,2,991,9991,91,991,1,16,9999,2,1,13,9999,93,1,2,2,2,2,991,9991,0,0,3,2,99,999,99,99,2019,7,5,4,1,9,2,1,3
15,2,991,9991,91,991,1,40,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,6,2,4,11,1,2,1
16,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,2,7,1,99
17,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,2,7,1,1,99
18,1,17,9999,93,999,1,17,9999,99,1,19,9999,93,1,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,3,4,2,2,11,1,2,2
19,1,16,9999,93,23,1,19,9999,93,1,17,9999,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,4,2,1,8,1,1,3
20,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,2,6,1,1,99
21,1,15,9999,93,16,1,20,9999,7,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,6,3,4,8,1,1,3
22,1,18,9999,93,999,1,16,9999,2,2,991,9991,91,2,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,4,3,2,1,11,7,2,3
23,2,991,9991,91,991,1,16,9999,99,1,18,9999,99,1,1,2,2,2,18,9999,0,0,5,2,99,999,99,99,2019,1,2,2,3,8,7,2,2
24,1,15,9999,93,17,1,15,9999,99,1,23,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,6,2,2,11,1,2,2
25,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,1,2,8,1,2,4
26,2,991,9991,91,991,1,18,9985,98,2,991,9991,91,3,91,91,91,91,991,9991,0,0,1,1,99,999,99,99,2019,1,2,3,3,8,7,2,2
27,1,11,9999,1,18,1,16,9999,5,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,3,3,1,4,7,1,2
28,1,18,9999,1,999,2,991,9991,91,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,2,4,1,8,7,1,3
29,1,12,9999,5,17,1,17,9999,99,1,18,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,3,3,1,5,1,1,3
30,2,991,9991,91,991,1,14,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,5,2,1,8,1,2,94
31,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,1,5,2,1,99
32,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,94,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,2,4,4,4,10,1,2,3
33,1,16,9999,93,999,1,15,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,2,2,99,999,99,99,2019,1,3,2,2,10,1,2,4
34,2,991,9991,91,991,1,13,9999,93,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,4,5,1,1,99
35,1,18,9999,93,999,1,20,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,4,4,1,5,7,1,2
36,1,14,9999,4,18,1,14,9999,99,1,16,9999,7,1,1,1,2,2,19,9999,0,0,2,1,99,999,99,99,2019,6,3,2,1,10,1,2,1
37,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,2,2,8,7,2,4
38,1,14,9999,4,14,1,14,9999,93,1,18,9999,93,1,2,2,2,2,991,9991,0,0,5,2,99,999,99,99,2019,2,4,1,1,10,1,2,3
39,1,16,9999,93,999,1,14,9999,99,1,16,9999,99,1,1,2,2,2,19,9999,0,0,3,2,99,999,99,99,2019,5,5,3,1,10,1,1,3
40,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,1,1,2,99
41,1,22,9999,93,22,1,13,9999,99,1,22,9999,99,97,2,2,2,1,991,9991,0,0,2,1,99,999,99,99,2019,1,3,4,4,9,1,1,1
42,1,15,9999,93,18,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,5,2,1,11,7,2,4
43,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,97,997,97,97,2019,1,1,3,99,1,1,2,99
44,1,15,9999,93,16,1,15,9999,6,1,15,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,5,2,1,10,1,1,4
45,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,2,1,2,99
46,1,18,9999,4,18,2,991,9991,91,1,1,9999,93,2,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,6,3,4,8,2,1,4
47,2,991,9991,91,991,1,13,9999,7,1,14,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,3,2,1,10,1,1,3
48,2,991,9991,91,991,1,17,9999,4,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,3,2,6,7,2,3
49,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,5,3,4,8,1,2,4
50,1,12,9999,6,17,1,12,9999,99,1,12,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,2,4,6,1,2,3
51,1,17,9999,1,999,1,19,2018,99,1,19,2018,94,2,91,91,91,91,991,9991,0,0,3,97,99,999,99,99,2019,1,2,1,2,5,7,1,4
52,2,991,9991,91,991,1,15,2019,99,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,14,1,1,2019,1,1,3,2,5,1,2,99
53,1,18,9999,93,19,1,17,9999,99,1,18,9999,99,1,2,1,2,1,991,9991,0,0,5,2,99,999,99,99,2019,7,4,3,1,11,1,2,2
54,1,12,9999,2,999,1,18,9999,93,1,18,9999,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,5,4,4,9,2,2,4
55,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,998,98,98,2019,1,1,2,99,4,1,2,99
56,1,18,9999,93,999,1,19,9999,99,2,991,9991,91,94,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,4,2,1,4,7,1,94
57,1,17,9999,93,999,1,16,9999,3,1,17,9999,93,1,91,91,91,91,991,9991,0,0,2,1,99,999,99,99,2019,2,4,2,1,9,2,2,4
58,2,991,9991,91,991,1,11,9999,99,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,12,2,2,2019,1,1,2,99,2,1,2,99
59,1,21,9999,4,999,1,21,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,3,4,3,2,8,2,2,2
60,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,12,1,1,2019,1,1,1,99,2,1,1,99
61,1,24,9999,93,999,1,34,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,4,2,4,11,5,2,3
62,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,4,2,1,9,1,1,1
63,1,20,9999,3,999,1,16,9999,3,2,991,9991,91,3,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,4,2,3,1,9,1,1,3
64,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,2,2,1,10,2,1,3
65,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,97,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,2,4,11,5,2,94
66,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,99,2,1,2,99
67,2,991,9991,91,991,1,23,9999,1,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,3,2,1,9,1,2,4
68,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,3,1,1,99
69,2,991,9991,91,991,1,15,2018,99,1,14,9999,99,99,91,91,91,91,991,9991,0,0,99,99,1,16,1,2,2019,2,1,2,4,6,2,2,99
70,1,15,9999,93,16,1,17,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,1,99,999,99,99,2019,3,6,1,2,11,1,2,3
71,1,21,9999,93,999,1,18,9999,93,1,12,9999,93,3,1,2,2,2,17,9999,0,0,5,2,99,999,99,99,2019,1,5,5,4,11,3,2,4
72,1,14,9999,93,18,1,13,9999,93,1,16,9999,93,1,2,1,2,2,991,9991,0,0,4,2,99,999,99,99,2019,1,3,4,2,9,1,2,1
73,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,1,99,3,2,2,99
74,2,991,9991,91,991,1,21,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,3,1,5,1,2,1
75,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,1,3,8,2,2,4
76,2,991,9991,91,991,1,14,9999,3,1,18,9999,93,1,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,7,4,2,1,8,1,1,3
77,1,15,9999,93,999,1,15,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,1,2,99,999,99,99,2019,1,5,1,4,5,7,2,4
78,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,1,1,1,99
79,2,991,9991,91,991,1,30,9999,3,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,6,4,4,1,7,2,4
80,1,15,9999,3,17,1,13,9999,99,1,14,9999,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,2,2,9,1,2,1
81,1,18,9999,3,999,1,17,9999,4,1,21,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,4,2,3,8,2,1,1
82,1,18,2018,1,999,1,14,9999,99,1,18,2018,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,2,4,9,7,1,4
83,1,16,9999,93,999,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,1,2,2,4,9,1,1,1
84,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,4,99,3,1,2,99
85,1,16,9999,93,999,1,18,9999,2,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,4,2,4,10,1,2,4
86,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,6,2,1,9,2,1,3
87,1,16,9999,93,999,1,17,9999,93,1,15,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,5,3,4,8,7,2,3
88,2,991,9991,91,991,1,19,9999,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,3,2,1,11,1,2,4
89,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,4,8,1,1,4
90,1,11,9999,93,11,2,991,9991,91,1,13,9999,3,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,4,4,2,7,2,2,4
91,1,15,9999,3,19,1,19,9999,99,1,45,9999,7,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,4,5,4,11,1,2,2
92,2,991,9991,91,991,1,19,9999,99,1,21,9999,93,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,3,4,1,5,7,2,3
93,1,12,9999,93,999,1,18,9999,99,1,25,9999,93,1,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,7,5,1,2,11,7,2,3
94,1,19,9999,93,999,1,19,9999,99,1,21,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,3,2,1,11,1,1,1
95,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,14,99,99,2019,1,1,3,99,4,6,1,99
96,1,16,9999,1,16,1,16,9999,99,1,15,9999,93,1,1,1,2,2,17,9999,0,0,3,2,99,999,99,99,2019,2,2,3,1,8,1,1,1
97,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,99,2,1,1,99
98,1,20,9999,93,999,1,17,9999,99,1,21,9999,93,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,2,4,11,1,2,3
99,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,13,2,2,2019,1,1,1,99,3,1,2,99
100,2,991,9991,91,991,1,17,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,6,4,2,3,11,2,2,1
101,2,991,9991,91,991,1,15,9999,99,1,14,9999,7,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,4,3,3,10,7,2,2
102,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,16,1,1,2019,1,1,2,2,7,2,2,99
103,1,13,9999,93,15,1,15,9999,2,1,18,9999,93,1,91,91,91,91,991,9991,0,0,5,1,99,999,99,99,2019,5,6,3,3,11,1,1,1
104,1,14,9999,5,16,1,14,9999,93,1,14,9999,93,2,1,2,2,2,17,9999,0,0,2,1,99,999,99,99,2019,2,4,5,1,9,1,2,4
105,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,3,1,99,999,99,99,2019,2,2,1,1,9,6,1,4
106,1,19,9999,93,999,1,17,9999,3,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,3,1,11,1,2,3
107,1,27,9999,93,999,1,21,9999,2,1,25,9999,93,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,6,4,2,1,11,1,1,2
108,1,13,9999,93,999,1,21,9999,99,1,27,9999,93,1,91,91,91,91,991,9991,0,0,4,1,99,999,99,99,2019,7,3,1,1,11,1,2,1
109,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,2,8,7,2,4
110,1,18,9999,93,999,1,16,9999,1,1,18,9999,93,3,1,1,2,2,19,9999,0,0,5,2,99,999,99,99,2019,1,4,2,2,11,1,2,2
111,1,14,9999,93,999,1,16,2019,99,1,16,2019,99,99,91,91,91,91,991,9991,0,0,99,99,2,15,99,99,2019,1,1,1,3,5,1,1,99
112,2,991,9991,91,991,1,14,9999,99,1,16,2018,99,99,91,91,91,91,991,9991,0,0,99,99,1,17,1,1,2019,1,1,2,3,7,7,2,99
113,1,13,9999,93,15,1,14,9999,99,1,14,9999,93,1,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,6,3,2,1,9,1,1,3
114,2,991,9991,91,991,1,22,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,3,3,2,7,7,2,1
115,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,1,99,999,99,99,2019,1,2,1,4,9,5,2,3
116,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,4,3,4,1,9,1,1,3
117,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,2,2,2,9,7,1,4
118,1,12,9999,93,12,1,14,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,97,99,999,99,99,2019,1,3,1,3,9,7,2,3
119,2,991,9991,91,991,1,21,9999,1,1,23,9999,93,2,91,91,91,91,991,9991,0,0,2,2,99,999,99,99,2019,1,2,3,4,9,7,2,3
120,1,13,9999,1,13,1,18,9999,99,1,16,9999,93,1,2,1,2,2,991,9991,0,0,2,2,99,999,99,99,2019,1,5,5,4,10,1,2,3
121,2,991,9991,91,991,1,18,2018,93,1,18,2018,99,1,2,1,2,2,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,4,9,5,1,2
122,2,991,9991,91,991,1,14,9999,99,1,14,9999,99,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,1,2,7,6,2,99
123,1,23,9999,3,999,1,21,9999,99,1,28,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,3,3,4,9,5,2,1
124,2,991,9991,91,991,1,24,9999,99,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,5,4,1,9,2,2,3
125,2,991,9991,91,991,1,16,2018,99,1,15,9999,3,99,2,1,2,2,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,4,7,7,1,99
126,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,4,5,1,2,99
127,1,13,9999,93,15,1,14,9999,3,1,14,9999,93,1,2,2,2,2,991,9991,0,0,2,2,99,999,99,99,2019,2,3,3,1,9,1,2,1
128,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,99,2,7,1,99
129,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,2,6,3,4,6,1,2,3
130,1,16,9999,93,16,1,12,9999,99,1,14,9999,99,1,1,1,2,2,19,9999,0,0,3,2,99,999,99,99,2019,6,4,2,1,11,1,2,1
131,2,991,9991,91,991,1,22,9999,93,2,991,9991,91,98,91,91,91,91,991,9991,0,0,98,98,99,999,99,99,2019,4,6,3,4,10,1,2,98
132,2,991,9991,91,991,1,16,9999,93,1,18,2018,99,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,2,8,1,1,3
133,1,20,9999,93,21,1,19,9999,93,1,20,9999,6,1,1,1,2,2,22,9999,0,0,4,2,99,999,99,99,2019,2,4,1,1,11,1,1,4
134,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,4,5,7,1,99
135,2,991,9991,91,991,1,11,9999,99,2,991,9991,91,2,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,3,3,2,1,11,2,2,4
136,1,15,9999,93,15,1,14,9999,1,1,15,9999,93,1,2,2,2,1,991,9991,0,0,4,2,99,999,99,99,2019,6,3,1,1,11,1,2,1
137,1,17,2018,93,999,1,16,9999,99,1,16,9999,7,1,1,1,2,2,18,2018,0,0,3,1,99,999,99,99,2019,1,2,3,3,9,1,1,2
138,1,13,9999,93,19,1,14,9999,93,1,16,9999,93,1,91,91,91,91,991,9991,0,0,3,1,99,999,99,99,2019,1,3,3,4,9,1,2,2
139,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,99,2,7,1,99
140,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,2,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,2,2,8,6,1,4
141,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,94,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,1,4,7,1,2,3
142,1,20,9999,93,999,1,18,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,4,2,1,11,1,1,4
143,2,991,9991,91,991,1,21,9999,93,2,991,9991,91,3,91,91,91,91,991,9991,0,0,3,2,99,999,99,99,2019,4,2,2,2,11,1,2,4
144,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,5,2,3,1,9,1,1,4
145,1,11,9999,4,14,1,10,9999,99,1,13,9999,6,1,1,1,2,2,17,9999,0,0,5,2,99,999,99,99,2019,4,4,2,2,8,2,1,4
146,1,17,9999,3,19,1,17,9999,99,1,15,9999,99,1,2,2,2,2,991,9991,0,0,5,2,99,999,99,99,2019,2,2,3,3,9,2,2,2
147,2,991,9991,91,991,1,15,9999,99,1,15,9999,99,1,1,2,2,2,18,9999,0,0,5,2,99,999,99,99,2019,3,2,2,1,8,1,2,1
148,1,12,9999,2,999,1,13,9999,99,1,13,9999,99,1,1,1,1,2,18,9999,0,0,2,2,99,999,99,99,2019,4,2,2,4,9,1,1,2
149,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,3,1,2,99,4,2,2,99
150,2,991,9991,91,991,1,18,9999,1,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,3,3,8,2,2,2
151,1,18,9999,93,999,1,15,9999,2,1,18,9999,93,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,7,4,2,1,11,1,2,97
152,1,16,9999,4,25,1,21,9999,2,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,3,3,1,1,10,1,2,3
153,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,4,4,4,2,1,99
154,1,13,9999,1,999,1,15,9999,2,2,991,9991,91,2,91,91,91,91,991,9991,1,0,5,2,99,999,99,99,2019,4,2,2,1,8,1,1,2
155,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,2,94,94,94,991,9991,0,0,99,99,94,998,98,98,2019,1,1,1,99,3,1,2,99
156,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,3,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,1,2,2,4,9,1,2,4
157,2,991,9991,91,991,1,21,9999,99,2,991,9991,91,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,7,2,2,1,11,1,1,1
158,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,3,6,1,1,99
159,1,16,9999,93,16,1,15,9999,93,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,6,2,3,1,8,7,2,2
160,1,12,9999,93,999,1,11,9999,99,1,12,9999,93,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,3,4,4,1,1,99
161,1,16,9999,93,18,1,12,9999,2,1,11,9999,99,1,2,1,2,2,991,9991,0,0,2,2,99,999,99,99,2019,2,2,4,2,8,7,1,4
162,1,21,9999,93,999,1,20,9999,1,1,19,9999,93,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,4,3,3,1,10,7,2,1
163,1,16,9999,93,999,1,15,9999,99,1,15,9999,6,1,1,2,2,2,18,2018,0,0,2,1,99,999,99,99,2019,1,2,2,4,9,1,2,3
164,2,991,9991,91,991,1,14,2019,99,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,1,999,99,99,2019,1,1,2,1,5,6,1,99
165,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,2,4,7,1,2,99
166,2,991,9991,91,991,1,13,9999,99,1,16,9999,93,1,91,91,91,91,991,9991,0,0,4,2,99,999,99,99,2019,5,4,2,1,11,1,2,3
167,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,4,5,1,2,99
168,1,14,9999,93,20,2,991,9991,91,2,991,9991,91,1,91,91,91,91,991,9991,0,0,5,2,99,999,99,99,2019,3,6,5,4,9,1,1,4
169,2,991,9991,91,991,2,991,9991,91,2,991,9991,91,99,91,91,91,91,991,9991,0,0,99,99,2,999,99,99,2019,1,1,1,4,4,2,1,99
